[server 0 | term=0 | commit index=0] start, majority is: 2
[server 0 | term=8 | commit index=3] network failure happened to server 3, index=1, after 2734 miliseconds
[server 0 | term=8 | commit index=3] send log append to server 1, index=4
[server 0 | term=8 | commit index=3] send log append to server 2, index=1
[server 0 | term=8 | commit index=3] send log append to server 3, index=1
[server 0 | term=8 | commit index=3] send log append to server 4, index=4
[server 0 | term=8 | commit index=3] network failure happened to server 2, index=1, after 2552 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 1, index=4, after 1037 miliseconds
[server 4 | term=35 | commit index=3] network failure happened to server 0, index=4, after 6524 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 3, index=1, after 947 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 3, index=1, after 6423 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 3, index=1, after 4186 miliseconds
[server 2 | term=35 | commit index=2] network failure, vote reuqest is out of date
[server 0 | term=8 | commit index=3] command received, term=8, index=501
[server 0 | term=8 | commit index=3] command received, term=8, index=502
[server 0 | term=8 | commit index=3] network failure happened to server 3, index=1, after 5351 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=503
[server 0 | term=8 | commit index=3] command received, term=8, index=504
[server 0 | term=8 | commit index=3] send log append to server 1, index=4
[server 0 | term=8 | commit index=3] send log append to server 2, index=1
[server 0 | term=8 | commit index=3] send log append to server 3, index=1
[server 0 | term=8 | commit index=3] send log append to server 4, index=4
[server 0 | term=8 | commit index=3] command received, term=8, index=505
[server 0 | term=8 | commit index=3] network failure happened to server 3, index=1, after 3249 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=506
[server 0 | term=8 | commit index=3] network failure happened to server 4, index=4, after 3361 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=507
[server 0 | term=8 | commit index=3] command received, term=8, index=508
[server 0 | term=8 | commit index=3] command received, term=8, index=509
[server 0 | term=8 | commit index=3] network failure happened to server 2, index=1, after 4302 miliseconds
[server 4 | term=35 | commit index=3] network failure happened to server 1, index=14, after 6759 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=510
[server 0 | term=8 | commit index=3] network failure happened to server 1, index=4, after 579 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=511
[server 0 | term=8 | commit index=3] command received, term=8, index=512
[server 0 | term=8 | commit index=3] command received, term=8, index=513
[server 0 | term=8 | commit index=3] network failure happened to server 3, index=1, after 1512 miliseconds
[server 4 | term=35 | commit index=3] election timeout
[server 1 | term=30 | commit index=3] network failure happened to server 4, index=4, after 5126 miliseconds
[server 0 | term=8 | commit index=3] send log append to server 4, index=4
[server 0 | term=8 | commit index=3] send log append to server 1, index=4
[server 0 | term=8 | commit index=3] send log append to server 2, index=1
[server 4 | term=36 | commit index=3] send vote request to server 3
[server 4 | term=36 | commit index=3] send vote request to server 1
[server 4 | term=36 | commit index=3] send vote request to server 0
[server 0 | term=8 | commit index=3] send log append to server 3, index=1
[server 0 | term=8 | commit index=3] command received, term=8, index=514
[server 4 | term=36 | commit index=3] send vote request to server 2
[server 4 | term=36 | commit index=3] network failure happened to server 0, index=4, after 6388 miliseconds
[server 3 | term=35 | commit index=0] received vote request
[server 3 | term=35 | commit index=0] candidate 4 with term=17, index=112 is more up-to-date than term=1, index=1
[server 3 | term=36 | commit index=0] vote for server 4 in term 36
[server 0 | term=8 | commit index=3] command received, term=8, index=515
[server 2 | term=35 | commit index=2] received vote request
[server 2 | term=35 | commit index=2] candidate 4 with term=17, index=112 is more up-to-date than term=1, index=1
[server 2 | term=36 | commit index=2] vote for server 4 in term 36
[server 0 | term=8 | commit index=3] command received, term=8, index=516
[server 1 | term=30 | commit index=3] network failure happened to server 3, index=4, after 5161 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=517
[server 0 | term=8 | commit index=3] command received, term=8, index=518
[server 0 | term=8 | commit index=3] network failure happened to server 4, index=4, after 2995 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=519
[server 0 | term=8 | commit index=3] network failure happened to server 3, index=1, after 462 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=520
[server 0 | term=8 | commit index=3] command received, term=8, index=521
[server 1 | term=30 | commit index=3] election timeout
[server 1 | term=31 | commit index=3] send vote request to server 4
[server 1 | term=31 | commit index=3] send vote request to server 0
[server 1 | term=31 | commit index=3] send vote request to server 2
[server 1 | term=31 | commit index=3] send vote request to server 3
[server 0 | term=8 | commit index=3] network failure happened to server 4, index=4, after 904 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=522
[server 0 | term=8 | commit index=3] send log append to server 4, index=4
[server 0 | term=8 | commit index=3] send log append to server 1, index=4
[server 0 | term=8 | commit index=3] send log append to server 2, index=1
[server 0 | term=8 | commit index=3] send log append to server 3, index=1
[server 0 | term=8 | commit index=3] command received, term=8, index=523
[server 0 | term=8 | commit index=3] network failure happened to server 1, index=4, after 1742 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 2, index=1, after 6109 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=524
[server 0 | term=8 | commit index=3] command received, term=8, index=525
[server 0 | term=8 | commit index=3] command received, term=8, index=526
[server 0 | term=8 | commit index=3] network failure happened to server 1, index=4, after 4009 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=527
[server 4 | term=36 | commit index=3] network failure happened to server 2, index=4, after 6765 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 1, index=4, after 2709 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 3, index=1, after 2215 miliseconds
[server 0 | term=8 | commit index=3] send log append to server 1, index=4
[server 0 | term=8 | commit index=3] send log append to server 2, index=1
[server 0 | term=8 | commit index=3] send log append to server 3, index=1
[server 0 | term=8 | commit index=3] send log append to server 4, index=4
[server 1 | term=31 | commit index=3] network failure happened to server 2, index=3, after 5135 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 2, index=1, after 4261 miliseconds
[server 4 | term=36 | commit index=3] network failure, vote reuqest is out of date
[server 0 | term=8 | commit index=3] network failure happened to server 1, index=4, after 6727 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 4, index=4, after 1265 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 1, index=4, after 1171 miliseconds
[server 1 | term=31 | commit index=3] network failure, vote reuqest is out of date
[server 0 | term=8 | commit index=3] network failure happened to server 2, index=1, after 4747 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 4, index=4, after 5663 miliseconds
[server 0 | term=8 | commit index=3] send log append to server 1, index=4
[server 0 | term=8 | commit index=3] send log append to server 2, index=1
[server 0 | term=8 | commit index=3] send log append to server 3, index=1
[server 0 | term=8 | commit index=3] send log append to server 4, index=4
[server 0 | term=8 | commit index=3] network failure happened to server 4, index=4, after 844 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=528
[server 0 | term=8 | commit index=3] network failure happened to server 1, index=4, after 2730 miliseconds
[server 4 | term=36 | commit index=3] network failure happened to server 1, index=14, after 6375 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=529
[server 0 | term=8 | commit index=3] send log append to server 4, index=4
